Longitude,Latitude
-123.220687,49.276755
-123.220772,49.276776
-123.220855,49.276797
-123.220938,49.276818
-123.221021,49.276839
-123.221103,49.27686
-123.221174,49.276879
-123.221263,49.276898
-123.221349,49.276922
-123.221419,49.27694
-123.221496,49.276958
-123.221579,49.276978
-123.221664,49.276997
-123.221744,49.277016
-123.221826,49.277032
-123.221906,49.277054
-123.221988,49.277073
-123.222071,49.277092
-123.222148,49.277111
-123.222233,49.27713
-123.222309,49.277146
